job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
admin,divorced,professional.course,no,no,yes,cellular,jul,mon,nonexistent,no
services,married,high.school,no,no,yes,cellular,jul,mon,nonexistent,no
unemployed,divorced,high.school,no,no,no,cellular,jul,mon,nonexistent,no
retired,married,high.school,no,no,no,cellular,jul,mon,nonexistent,no
housemaid,married,university.degree,unknown,yes,no,cellular,jul,mon,nonexistent,no
blue-collar,married,unknown,unknown,no,no,cellular,jul,mon,nonexistent,no
admin,married,university.degree,unknown,no,no,cellular,jul,mon,nonexistent,no
admin,married,unknown,no,no,no,cellular,jul,mon,nonexistent,no
blue-collar,divorced,basic,unknown,no,no,cellular,jul,mon,nonexistent,yes
services,divorced,high.school,no,yes,no,cellular,jul,mon,nonexistent,no
admin,married,unknown,no,no,no,cellular,jul,mon,nonexistent,no
admin,married,unknown,no,no,no,cellular,jul,mon,nonexistent,no
blue-collar,divorced,basic,no,yes,no,cellular,jul,mon,nonexistent,no
blue-collar,divorced,basic,unknown,no,no,telephone,jul,mon,nonexistent,no
housemaid,married,basic,no,no,no,cellular,jul,mon,nonexistent,no
self-employed,married,university.degree,no,no,no,cellular,jul,mon,nonexistent,no
management,married,unknown,no,no,no,cellular,jul,mon,nonexistent,no
management,married,basic,unknown,no,no,cellular,jul,mon,nonexistent,no
blue-collar,divorced,basic,no,yes,yes,cellular,jul,mon,nonexistent,no
self-employed,married,university.degree,unknown,no,no,cellular,jul,mon,nonexistent,no
technician,single,university.degree,unknown,yes,no,cellular,jul,mon,nonexistent,no
retired,divorced,high.school,no,no,no,cellular,jul,mon,nonexistent,no
retired,divorced,basic,no,no,no,telephone,jul,mon,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,mon,nonexistent,no
retired,single,unknown,unknown,no,no,cellular,jul,mon,nonexistent,no
student,single,unknown,unknown,yes,yes,cellular,jul,mon,nonexistent,no
retired,married,basic,unknown,no,yes,cellular,jul,mon,nonexistent,no
entrepreneur,married,basic,no,yes,no,cellular,jul,mon,nonexistent,no
technician,married,professional.course,no,no,no,cellular,jul,mon,nonexistent,no
housemaid,married,university.degree,no,yes,no,cellular,jul,mon,nonexistent,no
housemaid,married,basic,no,yes,no,cellular,jul,mon,nonexistent,no
services,married,basic,no,yes,no,cellular,jul,mon,nonexistent,no
unemployed,divorced,basic,no,no,no,cellular,jul,mon,nonexistent,no
technician,divorced,unknown,unknown,yes,no,cellular,jul,mon,nonexistent,no
admin,married,university.degree,no,yes,yes,cellular,jul,mon,nonexistent,no
retired,married,high.school,no,no,no,cellular,jul,mon,nonexistent,no
entrepreneur,divorced,university.degree,no,unknown,unknown,cellular,jul,mon,nonexistent,no
admin,married,high.school,no,yes,yes,cellular,jul,mon,nonexistent,no
technician,married,basic,unknown,yes,no,cellular,jul,mon,nonexistent,no
admin,married,university.degree,unknown,yes,no,cellular,jul,mon,nonexistent,no
self-employed,divorced,university.degree,no,no,yes,cellular,jul,mon,nonexistent,yes
services,married,high.school,no,yes,yes,telephone,jul,mon,nonexistent,no
self-employed,divorced,university.degree,no,yes,no,cellular,jul,mon,nonexistent,no
technician,married,professional.course,no,no,yes,telephone,jul,mon,nonexistent,no
services,divorced,high.school,no,no,no,cellular,jul,mon,nonexistent,no
admin,single,university.degree,no,no,no,cellular,jul,mon,nonexistent,no
self-employed,divorced,high.school,unknown,no,no,telephone,jul,mon,nonexistent,no
admin,divorced,professional.course,no,yes,no,cellular,jul,mon,nonexistent,no
technician,married,university.degree,no,no,no,cellular,jul,mon,nonexistent,no
retired,divorced,professional.course,no,no,no,cellular,jul,mon,nonexistent,no
blue-collar,divorced,basic,no,yes,yes,cellular,jul,mon,nonexistent,no
housemaid,divorced,basic,no,yes,no,cellular,jul,mon,nonexistent,no
admin,divorced,university.degree,unknown,no,yes,cellular,jul,mon,nonexistent,no
unknown,unknown,unknown,no,yes,no,cellular,jul,mon,nonexistent,no
blue-collar,married,high.school,no,yes,no,cellular,jul,mon,nonexistent,no
admin,divorced,university.degree,no,no,no,cellular,jul,mon,nonexistent,no
admin,married,university.degree,no,no,no,telephone,jul,mon,nonexistent,yes
self-employed,married,university.degree,no,yes,no,cellular,jul,mon,nonexistent,no
technician,divorced,professional.course,no,no,yes,telephone,jul,mon,nonexistent,no
housemaid,married,basic,unknown,no,no,cellular,jul,mon,nonexistent,no
management,married,basic,unknown,yes,yes,cellular,jul,mon,nonexistent,no
unemployed,divorced,basic,no,yes,no,cellular,jul,mon,nonexistent,no
retired,single,unknown,unknown,yes,yes,cellular,jul,mon,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,jul,mon,nonexistent,no
admin,single,university.degree,no,no,no,telephone,jul,mon,nonexistent,no
blue-collar,married,high.school,no,no,yes,cellular,jul,mon,nonexistent,no
services,divorced,high.school,no,no,no,cellular,jul,mon,nonexistent,no
retired,married,basic,unknown,no,no,cellular,jul,mon,nonexistent,no
blue-collar,married,high.school,no,yes,yes,cellular,jul,mon,nonexistent,no
housemaid,married,basic,no,yes,yes,cellular,jul,mon,nonexistent,no
admin,married,professional.course,no,unknown,unknown,cellular,jul,mon,nonexistent,no
housemaid,married,basic,unknown,yes,no,telephone,jul,mon,nonexistent,no
admin,divorced,university.degree,no,no,no,cellular,jul,mon,nonexistent,no
technician,divorced,professional.course,no,yes,yes,telephone,jul,mon,nonexistent,no
retired,married,basic,unknown,yes,yes,telephone,jul,mon,nonexistent,no
admin,divorced,high.school,no,no,no,telephone,jul,mon,nonexistent,no
technician,married,high.school,no,yes,no,telephone,jul,mon,nonexistent,no
housemaid,married,basic,unknown,no,no,cellular,jul,mon,nonexistent,no
admin,single,high.school,no,yes,no,telephone,jul,mon,nonexistent,no
technician,single,professional.course,no,no,yes,cellular,jul,mon,nonexistent,no
blue-collar,divorced,basic,unknown,yes,no,cellular,jul,mon,nonexistent,no
housemaid,married,basic,unknown,no,no,cellular,jul,tue,nonexistent,no
retired,married,high.school,no,no,no,cellular,jul,tue,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,jul,tue,nonexistent,no
blue-collar,married,basic,no,yes,yes,cellular,jul,tue,nonexistent,no
retired,divorced,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
self-employed,married,high.school,no,yes,no,telephone,jul,tue,nonexistent,no
entrepreneur,divorced,university.degree,no,no,no,telephone,jul,tue,nonexistent,no
technician,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
technician,married,professional.course,no,no,yes,cellular,jul,tue,nonexistent,no
admin,divorced,high.school,no,no,no,cellular,jul,tue,nonexistent,no
blue-collar,divorced,basic,no,yes,no,cellular,jul,tue,nonexistent,no
self-employed,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
blue-collar,single,high.school,no,no,no,telephone,jul,tue,nonexistent,no
technician,single,professional.course,no,yes,no,cellular,jul,tue,nonexistent,no
admin,single,unknown,no,yes,no,cellular,jul,tue,nonexistent,no
admin,single,university.degree,no,yes,yes,cellular,jul,tue,nonexistent,no
technician,single,unknown,no,no,no,cellular,jul,tue,nonexistent,no
unemployed,married,basic,unknown,yes,no,cellular,jul,tue,nonexistent,no
admin,married,professional.course,no,yes,no,cellular,jul,tue,nonexistent,no
services,single,unknown,unknown,yes,no,telephone,jul,tue,nonexistent,no
admin,married,high.school,unknown,yes,yes,cellular,jul,tue,nonexistent,no
technician,single,professional.course,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,unknown,yes,yes,telephone,jul,tue,nonexistent,no
admin,single,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
technician,single,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
technician,married,basic,unknown,yes,no,cellular,jul,tue,nonexistent,no
management,divorced,university.degree,no,yes,yes,cellular,jul,tue,nonexistent,no
blue-collar,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
services,married,high.school,unknown,no,no,cellular,jul,tue,nonexistent,no
blue-collar,single,professional.course,no,no,yes,telephone,jul,tue,nonexistent,no
admin,married,university.degree,no,yes,yes,cellular,jul,tue,nonexistent,no
services,divorced,high.school,no,yes,yes,cellular,jul,tue,nonexistent,no
admin,married,high.school,no,no,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
management,divorced,high.school,no,no,no,cellular,jul,tue,nonexistent,no
admin,single,university.degree,no,yes,yes,cellular,jul,tue,nonexistent,no
housemaid,married,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
entrepreneur,married,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
unknown,married,unknown,unknown,no,no,cellular,jul,tue,nonexistent,no
retired,married,basic,unknown,no,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,unknown,yes,no,cellular,jul,tue,nonexistent,yes
services,married,unknown,no,no,no,cellular,jul,tue,nonexistent,no
retired,divorced,basic,no,yes,no,telephone,jul,tue,nonexistent,no
blue-collar,divorced,basic,no,yes,no,cellular,jul,tue,nonexistent,yes
management,married,university.degree,no,yes,yes,telephone,jul,tue,nonexistent,no
technician,married,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,tue,nonexistent,no
management,divorced,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
admin,single,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
management,married,university.degree,no,no,yes,cellular,jul,tue,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,jul,tue,nonexistent,no
technician,married,basic,no,unknown,unknown,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,yes,no,telephone,jul,tue,nonexistent,no
self-employed,divorced,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
entrepreneur,divorced,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
admin,divorced,high.school,unknown,yes,no,cellular,jul,tue,nonexistent,no
housemaid,divorced,basic,no,unknown,unknown,cellular,jul,tue,nonexistent,no
management,married,high.school,unknown,no,no,cellular,jul,tue,nonexistent,no
blue-collar,married,illiterate,unknown,yes,yes,cellular,jul,tue,nonexistent,no
retired,divorced,university.degree,unknown,yes,no,cellular,jul,tue,nonexistent,no
services,married,high.school,no,no,no,cellular,jul,tue,nonexistent,no
retired,divorced,university.degree,unknown,yes,no,cellular,jul,tue,nonexistent,no
services,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
services,divorced,professional.course,no,yes,no,telephone,jul,tue,nonexistent,no
blue-collar,married,unknown,unknown,no,yes,cellular,jul,tue,nonexistent,no
services,divorced,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,unknown,yes,no,cellular,jul,tue,nonexistent,no
housemaid,married,basic,no,yes,no,cellular,jul,tue,nonexistent,no
entrepreneur,divorced,high.school,unknown,yes,no,cellular,jul,tue,nonexistent,yes
blue-collar,divorced,basic,no,yes,yes,cellular,jul,tue,nonexistent,no
technician,married,professional.course,unknown,yes,no,cellular,jul,tue,nonexistent,no
retired,divorced,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
technician,married,professional.course,unknown,no,yes,cellular,jul,tue,nonexistent,no
housemaid,married,basic,unknown,no,no,cellular,jul,tue,nonexistent,no
housemaid,divorced,basic,unknown,yes,no,cellular,jul,tue,nonexistent,no
services,divorced,basic,no,no,no,cellular,jul,tue,nonexistent,no
retired,divorced,basic,no,yes,no,cellular,jul,tue,nonexistent,yes
admin,single,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
retired,divorced,high.school,unknown,yes,yes,cellular,jul,tue,nonexistent,no
admin,married,basic,unknown,no,no,telephone,jul,tue,nonexistent,no
technician,divorced,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,tue,nonexistent,yes
services,single,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,basic,unknown,no,yes,cellular,jul,tue,nonexistent,no
unknown,married,unknown,unknown,yes,no,cellular,jul,tue,nonexistent,no
services,married,basic,no,no,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,unknown,yes,no,cellular,jul,tue,nonexistent,no
services,single,high.school,no,no,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
unknown,married,unknown,unknown,yes,no,telephone,jul,tue,nonexistent,no
technician,married,professional.course,unknown,no,no,cellular,jul,tue,nonexistent,no
services,married,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
blue-collar,married,unknown,unknown,yes,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,unknown,no,no,cellular,jul,tue,nonexistent,no
services,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
admin,single,high.school,no,no,no,cellular,jul,tue,nonexistent,no
admin,divorced,unknown,no,no,no,cellular,jul,tue,nonexistent,no
housemaid,married,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
housemaid,divorced,professional.course,unknown,no,no,cellular,jul,tue,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
services,married,high.school,unknown,no,no,cellular,jul,tue,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
technician,married,professional.course,unknown,no,no,telephone,jul,tue,nonexistent,no
admin,married,high.school,no,no,no,telephone,jul,tue,nonexistent,no
admin,single,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
technician,single,basic,unknown,yes,no,cellular,jul,tue,nonexistent,no
management,married,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
blue-collar,single,unknown,no,yes,no,cellular,jul,tue,nonexistent,no
services,married,high.school,unknown,no,yes,cellular,jul,tue,nonexistent,no
admin,married,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
blue-collar,divorced,basic,no,yes,no,cellular,jul,tue,nonexistent,no
blue-collar,divorced,basic,no,no,no,cellular,jul,tue,nonexistent,no
blue-collar,divorced,basic,no,no,no,cellular,jul,tue,nonexistent,no
technician,divorced,unknown,unknown,yes,no,cellular,jul,tue,nonexistent,no
blue-collar,divorced,basic,no,no,yes,cellular,jul,tue,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,high.school,unknown,yes,no,cellular,jul,tue,nonexistent,no
technician,single,university.degree,unknown,no,no,cellular,jul,tue,nonexistent,no
housemaid,married,basic,unknown,unknown,unknown,cellular,jul,tue,nonexistent,no
services,divorced,high.school,no,no,no,cellular,jul,tue,nonexistent,no
services,divorced,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,tue,nonexistent,yes
housemaid,married,basic,unknown,yes,yes,cellular,jul,tue,nonexistent,no
retired,married,university.degree,unknown,no,no,cellular,jul,tue,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
services,divorced,high.school,unknown,no,no,cellular,jul,tue,nonexistent,no
self-employed,married,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,unknown,no,no,yes,cellular,jul,tue,nonexistent,no
housemaid,married,basic,unknown,no,no,cellular,jul,tue,nonexistent,no
admin,divorced,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
housemaid,married,university.degree,no,no,yes,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,yes,yes,telephone,jul,tue,nonexistent,no
admin,single,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
services,married,basic,no,no,no,cellular,jul,tue,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
technician,married,basic,no,no,no,cellular,jul,tue,nonexistent,no
retired,divorced,university.degree,unknown,no,no,cellular,jul,tue,nonexistent,no
unemployed,married,high.school,unknown,no,no,telephone,jul,tue,nonexistent,no
technician,divorced,professional.course,no,yes,no,cellular,jul,tue,nonexistent,no
admin,single,university.degree,no,yes,yes,cellular,jul,tue,nonexistent,no
retired,married,high.school,no,yes,yes,cellular,jul,tue,nonexistent,no
retired,single,unknown,unknown,yes,no,cellular,jul,tue,nonexistent,no
technician,divorced,professional.course,no,yes,yes,cellular,jul,tue,nonexistent,no
services,divorced,high.school,unknown,no,no,cellular,jul,tue,nonexistent,no
admin,single,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,no,yes,cellular,jul,tue,nonexistent,no
blue-collar,divorced,basic,no,no,yes,cellular,jul,tue,nonexistent,no
admin,divorced,high.school,unknown,yes,no,telephone,jul,tue,nonexistent,no
admin,married,university.degree,no,yes,no,telephone,jul,tue,nonexistent,no
housemaid,married,basic,no,no,no,telephone,jul,tue,nonexistent,no
retired,divorced,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
technician,single,unknown,no,yes,yes,telephone,jul,tue,nonexistent,no
housemaid,married,basic,unknown,yes,no,telephone,jul,tue,nonexistent,no
housemaid,married,basic,unknown,yes,no,cellular,jul,tue,nonexistent,no
blue-collar,divorced,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
services,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
student,single,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
blue-collar,divorced,basic,no,yes,no,cellular,jul,tue,nonexistent,no
unknown,married,unknown,unknown,yes,no,cellular,jul,tue,nonexistent,no
housemaid,married,basic,unknown,no,no,cellular,jul,tue,nonexistent,no
admin,married,professional.course,no,yes,no,cellular,jul,tue,nonexistent,no
student,single,high.school,no,no,no,cellular,jul,tue,nonexistent,no
entrepreneur,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
entrepreneur,married,high.school,no,no,no,cellular,jul,tue,nonexistent,no
admin,married,high.school,no,no,no,cellular,jul,tue,nonexistent,no
admin,divorced,high.school,no,no,yes,cellular,jul,tue,nonexistent,no
admin,single,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
technician,divorced,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
admin,divorced,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
technician,married,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,professional.course,no,yes,yes,cellular,jul,tue,nonexistent,no
retired,divorced,professional.course,no,no,no,cellular,jul,tue,nonexistent,yes
blue-collar,married,basic,no,no,yes,cellular,jul,tue,nonexistent,no
unemployed,married,basic,unknown,yes,no,telephone,jul,tue,nonexistent,no
unemployed,married,basic,unknown,no,no,cellular,jul,tue,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,tue,nonexistent,no
blue-collar,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
admin,divorced,high.school,no,no,no,cellular,jul,tue,nonexistent,no
student,single,unknown,unknown,no,yes,cellular,jul,tue,nonexistent,no
technician,single,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
admin,divorced,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
unemployed,married,basic,unknown,no,no,cellular,jul,tue,nonexistent,yes
entrepreneur,married,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
admin,divorced,high.school,no,no,no,cellular,jul,tue,nonexistent,no
self-employed,married,university.degree,no,yes,yes,cellular,jul,tue,nonexistent,no
unemployed,divorced,basic,no,yes,no,cellular,jul,tue,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,jul,tue,nonexistent,no
admin,single,university.degree,unknown,no,no,telephone,jul,tue,nonexistent,no
housemaid,divorced,basic,unknown,no,no,cellular,jul,tue,nonexistent,no
blue-collar,single,basic,unknown,yes,yes,cellular,jul,tue,nonexistent,no
admin,married,high.school,unknown,no,no,cellular,jul,tue,nonexistent,no
blue-collar,single,basic,unknown,no,no,telephone,jul,tue,nonexistent,no
admin,divorced,high.school,no,yes,yes,cellular,jul,tue,nonexistent,no
housemaid,married,high.school,unknown,no,no,telephone,jul,tue,nonexistent,no
admin,single,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
housemaid,married,basic,no,yes,no,cellular,jul,tue,nonexistent,no
services,single,high.school,no,no,yes,cellular,jul,tue,nonexistent,no
services,divorced,high.school,no,no,yes,cellular,jul,tue,nonexistent,no
admin,divorced,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
technician,single,professional.course,no,yes,no,cellular,jul,tue,nonexistent,no
retired,married,professional.course,no,yes,no,cellular,jul,tue,nonexistent,no
blue-collar,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
technician,single,university.degree,unknown,no,no,telephone,jul,tue,nonexistent,no
admin,married,high.school,no,no,no,telephone,jul,tue,nonexistent,no
admin,single,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
housemaid,married,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
admin,single,high.school,no,yes,no,telephone,jul,tue,nonexistent,no
technician,married,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
management,single,professional.course,unknown,no,no,cellular,jul,tue,nonexistent,no
blue-collar,single,professional.course,no,no,yes,cellular,jul,tue,nonexistent,no
technician,divorced,professional.course,unknown,no,no,telephone,jul,tue,nonexistent,no
services,single,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
technician,divorced,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
housemaid,divorced,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
housemaid,divorced,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
retired,married,basic,no,yes,no,cellular,jul,tue,nonexistent,no
retired,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,high.school,no,no,no,cellular,jul,tue,nonexistent,no
services,divorced,high.school,no,yes,no,telephone,jul,tue,nonexistent,no
admin,single,high.school,no,no,no,cellular,jul,tue,nonexistent,no
blue-collar,single,basic,unknown,yes,no,cellular,jul,tue,nonexistent,no
admin,divorced,university.degree,unknown,yes,no,telephone,jul,tue,nonexistent,no
blue-collar,single,basic,unknown,no,yes,cellular,jul,tue,nonexistent,no
housemaid,divorced,basic,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,professional.course,unknown,yes,no,cellular,jul,tue,nonexistent,no
services,married,high.school,no,yes,yes,cellular,jul,tue,nonexistent,no
admin,divorced,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
technician,married,professional.course,no,yes,no,telephone,jul,tue,nonexistent,yes
admin,divorced,high.school,no,yes,yes,telephone,jul,tue,nonexistent,no
admin,divorced,university.degree,unknown,yes,yes,cellular,jul,tue,nonexistent,yes
entrepreneur,divorced,high.school,unknown,no,yes,cellular,jul,tue,nonexistent,no
admin,married,high.school,no,no,no,telephone,jul,tue,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
technician,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
housemaid,divorced,unknown,no,unknown,unknown,cellular,jul,tue,nonexistent,no
unemployed,married,high.school,no,unknown,unknown,cellular,jul,tue,nonexistent,no
services,single,high.school,unknown,yes,no,cellular,jul,tue,nonexistent,no
retired,married,basic,unknown,yes,no,cellular,jul,tue,nonexistent,no
technician,married,basic,no,no,no,cellular,jul,tue,nonexistent,no
services,divorced,high.school,no,no,no,cellular,jul,tue,nonexistent,no
blue-collar,married,unknown,no,yes,no,cellular,jul,tue,nonexistent,no
admin,single,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
admin,divorced,high.school,unknown,yes,no,cellular,jul,tue,nonexistent,no
technician,single,university.degree,unknown,no,no,cellular,jul,tue,nonexistent,yes
admin,single,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
entrepreneur,married,high.school,no,no,no,telephone,jul,tue,nonexistent,no
technician,married,professional.course,no,yes,yes,cellular,jul,tue,nonexistent,no
services,married,basic,unknown,yes,no,cellular,jul,tue,nonexistent,no
services,married,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
entrepreneur,divorced,university.degree,no,no,yes,telephone,jul,tue,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,high.school,no,no,no,cellular,jul,tue,nonexistent,no
technician,married,professional.course,no,no,no,telephone,jul,tue,nonexistent,no
blue-collar,single,basic,no,yes,no,telephone,jul,tue,nonexistent,yes
housemaid,married,basic,unknown,no,no,telephone,jul,tue,nonexistent,no
retired,married,basic,no,yes,no,cellular,jul,tue,nonexistent,no
management,divorced,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
retired,divorced,basic,unknown,no,yes,cellular,jul,tue,nonexistent,no
admin,single,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
admin,single,high.school,no,no,yes,cellular,jul,tue,nonexistent,no
housemaid,married,university.degree,unknown,no,yes,cellular,jul,tue,nonexistent,no
unemployed,married,high.school,no,no,no,cellular,jul,tue,nonexistent,no
blue-collar,divorced,basic,no,yes,no,cellular,jul,tue,nonexistent,no
housemaid,divorced,high.school,unknown,yes,yes,cellular,jul,tue,nonexistent,no
services,married,high.school,no,no,yes,cellular,jul,tue,nonexistent,no
admin,divorced,university.degree,no,yes,no,telephone,jul,tue,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
housemaid,married,basic,unknown,no,no,cellular,jul,tue,nonexistent,no
retired,divorced,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
admin,single,high.school,no,no,yes,cellular,jul,tue,nonexistent,no
housemaid,married,basic,unknown,no,no,cellular,jul,tue,nonexistent,no
housemaid,married,basic,unknown,yes,yes,telephone,jul,tue,nonexistent,no
blue-collar,single,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
management,married,basic,unknown,no,yes,cellular,jul,tue,nonexistent,no
unknown,married,high.school,unknown,no,no,cellular,jul,tue,nonexistent,no
housemaid,married,basic,unknown,yes,no,telephone,jul,tue,nonexistent,no
admin,single,university.degree,no,no,no,telephone,jul,tue,nonexistent,no
admin,married,university.degree,no,no,no,telephone,jul,tue,nonexistent,no
admin,single,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
technician,divorced,unknown,no,no,no,telephone,jul,tue,nonexistent,no
blue-collar,single,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
technician,married,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
admin,single,high.school,no,no,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
blue-collar,married,unknown,no,no,no,cellular,jul,tue,nonexistent,no
services,married,high.school,unknown,yes,no,telephone,jul,tue,nonexistent,no
blue-collar,single,high.school,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,high.school,no,no,no,cellular,jul,tue,nonexistent,no
retired,married,university.degree,no,no,no,telephone,jul,tue,nonexistent,no
management,single,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
admin,single,high.school,unknown,yes,no,cellular,jul,tue,nonexistent,no
housemaid,married,basic,no,yes,no,telephone,jul,tue,nonexistent,no
admin,single,high.school,no,yes,no,telephone,jul,tue,nonexistent,no
services,single,basic,no,yes,yes,cellular,jul,tue,nonexistent,no
blue-collar,single,professional.course,no,yes,no,cellular,jul,tue,nonexistent,no
